Residual_Power,Application_Type,Min_Security_Level,Max_Stack_Usage,Max_ROM,Min_Throughput,Algorithm
8.639434018768544,W,High,416.6918316592208,21.85465814059653,105.5891840037788,GIFT-COFB
1.8350234209205696,W,High,497.4565285511698,28.195025793392592,168.06125112920833,GIFT-COFB
5.46624485757936,W,High,491.29116739003615,28.10549516287047,117.52637780876782,GIFT-COFB
4.197002390779815,W,High,425.0668030793341,22.570912965203952,106.80373802119881,GIFT-COFB
8.455513349646866,W,High,415.3878858895523,25.29872859796346,145.60143465327482,GIFT-COFB
8.209001626267787,W,High,495.2319780228077,23.04262861170011,162.2090503823808,GIFT-COFB
3.015963710369227,W,High,454.1528868867641,23.534871912196603,141.41225864145161,GIFT-COFB
9.166630647188029,W,High,447.14800198106946,26.4845555711382,132.19110265548753,GIFT-COFB
8.604531044637397,W,High,458.58051624845103,23.65047855845968,112.98603614943461,GIFT-COFB
7.426190448987954,W,High,488.4251296198332,26.202347368168233,107.58732232639835,GIFT-COFB
0.2521114067197794,W,High,415.3426189863071,20.16317522913799,157.4780625485099,GIFT-COFB
7.431406630848347,W,High,470.4110974213379,21.760429360126423,107.50953936078713,GIFT-COFB
3.442438789321333,W,High,472.18035294826257,23.056799965828006,144.4339453953363,GIFT-COFB
5.0630890350029745,W,High,418.1750014450252,21.348756962673253,194.63404677760857,GIFT-COFB
97.89791271010553,X,High,485.62228999486985,28.11113903705324,929.5730562360395,ISAP
93.12261319368943,X,High,452.0158095248403,28.69618774189329,964.6030523630722,ISAP
95.45596017985555,X,High,481.265433343705,22.91795042663306,967.0691158916269,ISAP
93.98247713971641,X,High,493.44356817583736,22.82882953538061,993.3868908388737,ISAP
92.06931090602471,X,High,438.4874086681448,27.576857823673055,920.6405313123902,ISAP
92.417104858626,X,High,440.58542875295456,27.59799881253883,920.5253023707954,ISAP
97.55728679782437,X,High,445.15670771919935,29.662821701293787,928.8400161739108,ISAP
97.54748650534825,X,High,464.0125852655258,21.407096151588142,975.2884262527397,ISAP
97.4851517259528,X,High,413.8557236134272,26.39636124423167,997.7276365090387,ISAP
97.83783600553835,X,High,486.6541363692422,22.00948714187229,997.8122860690878,ISAP
96.80881784509522,X,High,490.038357105932,25.1698901455673,949.0272176525019,ISAP
93.83485785687353,X,High,456.4385946718133,25.832605188666566,967.8693455143498,ISAP
97.42154955642901,X,High,441.28820574337817,25.064396619786883,951.1717061112078,ISAP
94.28660787970148,X,High,473.42624850210274,24.577000677285838,984.8868711901498,ISAP
95.19100197521978,X,High,426.8343499038698,29.947617651997067,908.9263314776045,ISAP
97.87857580050205,X,High,401.10216140878293,23.985861518240956,941.9094563281275,ISAP
97.78977502270271,X,High,404.78832598790433,20.705258318811424,929.6476787639825,ISAP
93.12387122118099,X,High,452.1558385575099,23.021504778825957,983.4277750464134,ISAP
99.15867666166389,X,High,493.7614275767803,22.622020060105953,994.8710314739619,ISAP
90.15019663130343,X,High,431.41413768131076,27.01390293567804,908.1410508956237,ISAP
97.5681225633825,X,High,451.06685668245393,26.34570013381145,965.6230166823796,ISAP
99.75598044249361,X,High,492.0497708697214,20.315301785765964,995.0932252592816,ISAP
92.5528634745505,X,High,499.5231196067645,24.25145033949918,922.0959833479749,ISAP
92.16239106896212,X,High,492.72552816975417,26.314322248568388,909.6931995871882,ISAP
94.32597743522862,X,High,406.71448228751586,24.273357041746216,952.3823103421306,ISAP
92.25776335695542,X,High,442.86893532828117,25.195688543412235,919.5705269992955,ISAP
93.09499364605875,X,High,431.26508056427076,23.662975281129746,918.1781824991652,ISAP
91.00365314134706,X,High,419.96060164116653,23.671539454407593,914.2356329533994,ISAP
98.83719452919239,X,High,436.58226772916237,25.081036777106302,941.6199945143525,ISAP
90.6944597655375,X,High,401.04004005889675,24.089864590351265,958.4896299036548,ISAP
90.51947239732701,X,High,426.6068115191285,25.92202210259971,900.8174834052595,ISAP
92.51962391876266,X,High,487.85703039627106,26.105222941817217,936.0697109342244,ISAP
99.19235015302279,X,High,448.20957400913875,29.176293930094875,900.8842154674933,ISAP
91.37500663368222,X,High,416.703228646809,26.5398099943556,918.93574069912,ISAP
91.79556083900461,X,High,421.6794718780048,23.8526709630691,934.6317232800313,ISAP
98.65938855066192,X,High,434.0152953993288,23.655655564021625,983.8672575764219,ISAP
94.05233403030239,X,High,444.84915574611694,24.443728423915623,991.3945765018502,ISAP
97.95211727367506,X,High,453.56619654295895,21.19886010392337,990.6685407755667,ISAP
90.77010516523383,X,High,484.40340966862914,20.9874685735496,948.5780888569515,ISAP
96.48091242716768,X,High,435.484952716949,25.64852664458591,907.0627295010815,ISAP
96.37224496487138,X,High,440.3489404979357,21.5149405957867,911.509836401426,ISAP
98.47920305248249,X,High,468.4629008099337,29.077455106033828,935.5215398040307,ISAP
99.11136337530945,X,High,493.2798279229847,24.60930821769135,952.508124342506,ISAP
95.53786406381039,X,High,476.1453342233837,26.084906884886045,914.1353432614943,ISAP
94.70339317172916,X,High,416.8799535902296,28.93721137357111,929.3683402014759,ISAP
95.38075313166165,X,High,473.1117445646856,25.437465826706113,980.5210850229245,ISAP
97.06447308375374,X,High,473.146860808128,24.042250124183337,952.7548150972345,ISAP
96.99582299038647,X,High,404.7035410929275,25.32666620972257,973.1848323192823,ISAP
95.51467052517512,X,High,483.80805437958935,27.712569677806755,922.8592800944597,ISAP
94.47921911678593,X,High,433.57526265804955,22.23793095304443,950.1836334981241,ISAP
93.51195013809031,X,High,433.17402964589337,27.620767490011673,943.9017768542951,ISAP
96.89212410288724,X,High,485.4134256007348,21.541495399407438,912.5730057154867,ISAP
96.53310595928104,X,High,434.7416079957622,21.319175849215434,909.6345779066197,ISAP
99.82156788452387,X,High,489.38458198391595,24.19220245165874,959.2674737437911,ISAP
93.56515547541825,X,High,478.2862951537384,24.839811437726055,967.6812463263913,ISAP
93.62164590018556,X,High,428.56088927654906,24.518468527639882,996.0515927540332,ISAP
97.21297659130352,X,High,475.07062838081674,20.407505310611963,923.0101711381387,ISAP
92.95036243531301,X,High,466.00397592329085,29.517608597365825,999.3113734146949,ISAP
90.10041845114377,X,High,418.21685820669387,26.847121928564036,973.565948911383,ISAP
95.54321245820879,X,High,414.4837657814657,26.36709728593822,978.833304209094,ISAP
94.82569118343821,X,High,414.0355052089954,22.562544333885306,919.4959226976754,ISAP
94.52875826373541,X,High,481.57379804378184,26.099084351924013,918.0549125250209,ISAP
96.3225475693309,X,High,425.3925009470028,26.034061290285432,946.5974762809925,ISAP
93.61973617683373,X,High,492.16636955796844,24.54934653676276,965.2542051397039,ISAP
90.21166145557837,X,High,417.79909382610634,20.390935643850113,974.2234436470312,ISAP
98.05583816410372,X,High,447.6701562734343,29.28857376703664,995.058375223316,ISAP
90.26085692703661,X,High,481.9629494159209,28.93851356936933,946.430026584807,ISAP
93.37328022413473,X,High,484.35435562403205,21.333486917109727,980.8450435948156,ISAP
99.80839427999442,X,High,404.26145415010353,21.637086716304346,904.986717009441,ISAP
99.5477524229641,X,High,410.4383681029461,20.98271184102733,925.2801562221946,ISAP
98.41784716345805,X,High,465.7739896965042,24.208339223922618,905.8428682316897,ISAP
96.63982178252351,X,High,475.77191979449964,26.415160383539824,910.4218262785861,ISAP
92.06319667354481,X,High,469.8935436633549,29.162526959791712,954.0086551925743,ISAP
92.38281682142225,X,High,419.5156172726821,22.8976179072699,961.1258942438276,ISAP
90.51383099732843,X,High,434.8413628707218,26.516834862031786,997.6311279221525,ISAP
99.6785145524293,X,High,453.1386062809481,25.40852848702537,970.1486187445397,ISAP
93.24858870001415,X,High,491.1862616278269,21.899249602308103,998.9973342803302,ISAP
98.47738098517921,X,High,463.23555844337983,25.00086277955297,987.7120437054089,ISAP
99.67102048675291,X,High,456.18507032283475,25.691474041834816,957.2816341525624,ISAP
94.30058443754243,X,High,410.6013068624963,29.371607277258022,925.7754957263307,ISAP
90.2770502427912,X,High,459.4897606228516,28.94978540333498,906.801020113737,ISAP
93.06320324659552,X,High,470.17914596668606,25.735093181063256,949.9982212431103,ISAP
97.26200757612146,X,High,449.9218548656066,25.805645615845993,964.9762149504834,ISAP
91.573561417493,X,High,440.0434918895608,28.995777565176375,908.8084070253677,ISAP
92.4413698734674,X,High,497.6088418394451,20.301999581230785,910.3889269578605,ISAP
96.27971461407589,X,High,421.79353121695465,26.554583722983594,965.1527689662703,ISAP
98.30818594004482,X,High,494.66999145437126,27.083009521886403,994.1480741825247,ISAP
93.78873401260535,X,High,407.7795612038469,23.661879352075594,991.2638425261083,ISAP
92.44367036003503,X,High,419.91304090743614,26.62834548819224,908.983419762949,ISAP
97.17872639953184,X,High,447.54561185994885,22.6288645829699,979.2672700367208,ISAP
98.98486940498233,X,High,435.8868015235977,22.915415976996666,948.8527177991627,ISAP
92.10327687337971,X,High,449.89986345968697,27.90832262339547,996.7234640314376,ISAP
99.131265745859,X,High,488.7205048228629,25.610978296786207,982.2628585203983,ISAP
94.05929123445057,X,High,482.647157080275,27.59356276464829,973.5914589347423,ISAP
93.14165968237423,X,High,406.9842812805317,24.89987114448991,939.18570751525,ISAP
92.6979065087974,X,High,406.233368984953,24.72507983967796,947.5396789758582,ISAP
90.0844336874939,X,High,431.5207887416454,21.525254085853234,906.090611812159,ISAP
94.71124434725346,X,High,496.83422474491994,22.406638993191304,985.6745180135666,ISAP
90.66629942781229,X,High,499.4720867011395,21.952543927783317,968.9565762483185,ISAP
97.67299151070821,X,High,422.3342380191678,26.89329984999677,950.1595437404893,ISAP
83.26777424627169,X,High,401.65396302761286,29.805990353757764,992.4582287497698,ISAP
81.50734202528943,X,High,406.8613198072059,22.025318476790027,964.0984061977927,ISAP
80.62593833345635,X,High,492.5613010432965,21.73184703047016,945.267291324714,ISAP
82.16388550619745,X,High,419.8944890295902,27.203206922028464,925.2480859275812,ISAP
86.30195729598688,X,High,463.7074549770057,24.171065576274273,991.5236319207451,ISAP
80.05576158307703,X,High,422.98803795718504,20.626211351011744,975.0411776585466,ISAP
84.31469741173385,X,High,467.62424554901673,27.747008436165927,903.6355606804578,ISAP
87.62910041770124,X,High,400.5253506425113,27.646143691577738,961.5898408413684,ISAP
81.29735080726049,X,High,421.4196897761958,28.11861182743553,951.9954464722489,ISAP
86.82818780844562,X,High,454.58446348079394,27.81638642531108,982.9291392444159,ISAP
83.43590825426344,X,High,415.47143517436353,24.598044303273095,989.5327500275652,ISAP
89.34487108821418,X,High,400.6810266484338,24.782680317585847,907.2855698349687,ISAP
86.07168679776547,X,High,435.41080922496053,29.265883843662,953.7304826850332,ISAP
89.94131273313715,X,High,400.63285745686915,20.253926743334407,978.5887886063756,ISAP
84.95205806632175,X,High,480.3755242838844,22.86409177119075,912.1421174872312,ISAP
82.14428083616934,X,High,481.4113267468816,27.272013744921885,932.0024055754725,ISAP
84.01682861109094,X,High,406.08098685176867,20.3209284828966,965.9145247044034,ISAP
80.51192257703238,X,High,418.31143711266327,23.282156532133627,967.2046721509626,ISAP
81.21768485297427,X,High,472.07672862410016,27.860138223250278,977.4936862694867,ISAP
84.65913528936377,X,High,471.4295656931072,23.12037549110381,979.8223145218968,ISAP
82.68418505707376,X,High,481.3751661667937,25.616041938169534,910.891004580277,ISAP
89.98307551065864,X,High,411.29910341198223,28.166643470148887,911.0102751700792,ISAP
80.20732171057932,X,High,403.3318669208852,25.618053617151798,960.2504680518236,ISAP
80.24317469348772,X,High,451.0279793748146,24.449144511616403,994.4532421938061,ISAP
86.98874592671181,X,High,419.7632428322516,21.635932815919297,988.422586629193,ISAP
86.0334423397533,X,High,431.8086132966324,22.91138970478958,915.854240206903,ISAP
83.35972479439745,X,High,492.5903763042532,22.254534879150036,944.6014242544893,ISAP
82.16708878436432,X,High,427.29330984849946,27.55531801722671,990.3957907411724,ISAP
80.81071700421883,X,High,489.9080123871365,23.652525491471646,931.9401993304151,ISAP
80.25999348504779,X,High,464.7257335819843,29.597086728680864,948.4629371265005,ISAP
88.60630734773915,X,High,467.5871251566962,22.460753068470023,932.2094056450104,ISAP
83.86250838355038,X,High,458.57916577881224,25.270073510006025,989.3507766924521,ISAP
88.5619226531806,X,High,487.86055736061826,22.230009388724728,962.7846701006528,ISAP
81.33576547297581,X,High,489.4684345201372,24.525907562983182,995.5074017440027,ISAP
84.57131693765814,X,High,472.6001561869417,26.822752604331317,962.1590901278602,ISAP
85.22344923419958,X,High,443.4557397623855,22.630419096226696,967.8115018272802,ISAP
88.0993669876202,X,High,455.1250670570843,25.058586605200585,936.066075572581,ISAP
82.68265604475667,X,High,494.20643953481385,22.165961918981477,942.2493720988922,ISAP
85.22228246535428,X,High,467.97703477103454,27.779798055359546,980.2761646118357,ISAP
87.36845516942347,X,High,481.5005361131499,27.436986821743027,908.008444827968,ISAP
80.77611793729808,X,High,410.060894625314,23.569419091351218,933.4822904180918,ISAP
84.29818863556763,X,High,429.5397728182748,25.44402635646221,919.8308415115309,ISAP
87.03929673205134,X,High,456.2179172148748,24.60076011686708,986.3702707551804,ISAP
81.5495027551418,X,High,443.9249715501286,28.97393356508842,942.5939571830878,ISAP
83.15255954841192,X,High,473.9121888848536,25.472667853881365,949.7449642727618,ISAP
84.3080233262118,X,High,457.25766216742056,20.509180086295558,974.3558301069479,ISAP
81.522751883645,X,High,444.1581399692169,26.02814802882641,986.9511088772059,ISAP
88.5306145023951,X,High,465.97607789876514,22.599267652533406,925.7668032839958,ISAP
80.26996072419436,X,High,459.33020062963703,24.33054093763556,906.8444151774215,ISAP
82.54629100581467,X,High,433.9476462424868,24.834035407564027,922.7334891309564,ISAP
88.80309467832825,X,High,470.11773901194573,21.600597097749585,985.8899649815653,ISAP
82.77689407774365,X,High,418.517882293855,24.535823036008086,963.2677086974952,ISAP
82.37373235055662,X,High,422.7917577590867,25.876165980183167,926.2605628517692,ISAP
85.38904945718495,X,High,427.2878839595362,20.965276866963706,959.3295531762656,ISAP
86.54774810029696,X,High,469.45503794481635,22.02973630917179,925.4022845225747,ISAP
80.47354320523269,X,High,403.54448183414314,21.73058032894247,948.5136574762417,ISAP
84.25814981034273,X,High,460.5601945458505,25.214986290259937,976.7754431049644,ISAP
88.45734616997402,X,High,497.5178208061608,28.545334712889087,990.5115150983725,ISAP
84.302082439472,X,High,437.5387411022218,24.577054566572002,981.2029650746465,ISAP
87.25203601659555,X,High,409.29072336863106,27.160740408942182,930.2957635219534,ISAP
88.12826238298877,X,High,409.6289755611827,26.41453176429197,951.4402804075872,ISAP
87.89989949064645,X,High,420.83571588304034,28.60346333919821,930.9073325205499,ISAP
84.1135553259404,X,High,495.14321768993057,21.036223707361618,919.5455003096622,ISAP
86.71525983794355,X,High,469.6497752113024,25.31306942531832,911.8890459529221,ISAP
82.78867679847096,X,High,464.3720198966574,21.989642338612615,906.9717778432704,ISAP
82.39286901544439,X,High,460.98705372204006,28.433445781845545,990.1530354104908,ISAP
85.92695051821443,X,High,433.88794408475866,27.920520984447553,962.4015473230254,ISAP
85.8472249555934,X,High,436.6429401983577,24.325316631529994,990.3593626536757,ISAP
80.70380526373562,X,High,482.76290543048725,27.01728696284071,937.2374155684994,ISAP
82.00713264013659,X,High,497.2302638643426,24.356903003224353,990.0522128909644,ISAP
88.97886212316776,X,High,433.42292797778407,26.100510953306895,946.8048109536692,ISAP
86.17742869306697,X,High,487.79086921047406,23.10716169202183,916.498700418186,ISAP
86.57042881780818,X,High,405.04737249796636,22.1786101230986,913.3634134925569,ISAP
83.6115669207816,X,High,432.5234662969162,23.52871086711645,979.9035653922084,ISAP
89.86151039105565,X,High,424.15667912233056,25.645598234215612,996.1690535148908,ISAP
83.41573742869285,X,High,436.5242584688342,26.87356541572489,988.5931051688225,ISAP
80.02334308679436,X,High,400.294304882329,27.36014831229837,950.9492812399973,ISAP
80.69875303371823,X,High,401.0694856637385,21.52078355330179,947.8464254426625,ISAP
83.29791470502411,X,High,464.5202253339564,20.250977043591956,985.2058697562454,ISAP
89.96461854288182,X,High,471.0923343611734,26.01067699005706,901.8563574022984,ISAP
83.1898912868614,X,High,453.4681983848644,27.3218785425882,987.8398437158663,ISAP
83.86835513307724,X,High,416.4713288949599,25.335706909039956,956.3050878171653,ISAP
87.92295213193803,X,High,484.2167942333364,22.189582159098606,913.135496357464,ISAP
86.17561564619005,X,High,437.14018134889585,24.2776093857439,910.3869720914196,ISAP
84.91803552579313,X,High,427.05865435693005,21.454183403670253,967.2655530665008,ISAP
81.5856343264726,X,High,433.4601882584339,28.709196859483477,965.4354266977543,ISAP
83.66890345356033,X,High,470.9504941994021,26.711794250927532,977.8503050900683,ISAP
88.75116201774715,X,High,476.720731496409,28.565000725733,958.2333951191042,ISAP
84.99496277093654,X,High,468.21530743809376,24.08333795962467,972.4493465353662,ISAP
84.71405711445122,X,High,487.8705988772258,29.67421299689244,980.3062435566408,ISAP
86.62340256567363,X,High,433.8582881260638,29.86029103367741,980.3218048314366,ISAP
88.08562133100455,X,High,491.50646675560205,25.917450605205964,978.4078848520061,ISAP
80.29737604982199,X,High,492.7102378211096,20.79027085469938,938.0097792062245,ISAP
82.94814323447997,X,High,494.90672854858366,21.501730065781317,956.7879410803167,ISAP
89.14348761687914,X,High,492.87896532062297,25.206676407240295,930.0547745356283,ISAP
80.01774573807793,X,High,411.81381855549137,22.762108495447855,944.8411229374523,ISAP
84.33705435687999,X,High,449.6916681186108,23.371377947201633,986.5474577158872,ISAP
89.97360544444781,X,High,437.04573166260246,29.844258375043744,992.3322842997211,ISAP
83.7160905638929,X,High,456.43312442664376,28.465326280783383,920.8946008390857,ISAP
88.10253359064176,X,High,424.9851915361212,22.44217368124122,920.9817595651782,ISAP
76.853307428244,X,High,407.0954262032295,24.99039442974032,952.574008793507,ISAP
71.44360845890922,X,High,432.3244205770668,20.418974632372105,967.9048270654888,ISAP
72.69168805449132,X,High,402.8436843289712,25.33197278184396,939.2291002668633,ISAP
71.11768049893631,X,High,495.3849375490466,27.187806722448293,939.8294824887894,ISAP
70.85730229303329,X,High,410.9243327908628,22.43028034275356,993.7183860290405,ISAP
74.75353143760945,X,High,440.6476535696121,26.58171693882331,983.6632231004388,ISAP
70.47192276484829,X,High,413.0242077714428,29.225944037319916,990.7103031830419,ISAP
79.8173785653699,X,High,428.2424350754175,24.906588339209332,902.5118275989907,ISAP
78.14740928444427,X,High,426.38234706165133,29.413283376401235,989.1279353406463,ISAP
74.49096701338209,X,High,465.2806970581181,29.756064765220682,919.2503692620368,ISAP
74.85485220177628,X,High,403.4691501301086,29.888954887880285,987.1324957596077,ISAP
79.14489501135768,X,High,482.77700325802476,21.22714837593654,971.0212671378844,ISAP
71.96970922971107,X,High,498.24576823422257,28.274444462508598,968.1324294393202,ISAP
76.786712670691,X,High,471.6085345244882,23.266047423533585,915.3307622365205,ISAP
71.59427816894369,X,High,401.8666849805153,20.491379860260494,960.4730848884614,ISAP
77.01851917079577,X,High,497.36376341664874,23.91488171156042,916.9218191371614,ISAP
72.4418426231745,X,High,434.6729112660318,27.653538476269393,941.9245540664513,ISAP
79.23553681379805,X,High,422.92379317118895,20.804949137225787,916.8574365877514,ISAP
73.23680452042538,X,High,488.00354564104686,21.607395580658103,902.7634527411798,ISAP
74.22273655776013,X,High,400.5376361401561,23.51709589538808,974.6615358388375,ISAP
70.85356201258699,X,High,441.3281340695271,20.288867374997547,959.7050105582771,ISAP
79.06060338552132,X,High,490.22066323614877,29.7164494694805,920.6997906187181,ISAP
77.36820178928733,X,High,470.53678738643634,22.541521980800578,936.872376005988,ISAP
76.2669710583986,X,High,417.46494062320704,28.47569296326028,957.6249098307676,ISAP
74.1821183424876,X,High,441.4661421013161,23.230408603854762,921.3763814596222,ISAP
76.14280812070649,X,High,472.49405410628793,25.71948517936771,917.9954199364569,ISAP
78.0702575898118,X,High,486.1311618334855,29.435632385290983,948.2189756320566,ISAP
70.11573218529134,X,High,428.20738916002193,22.142884943319583,987.3900681955886,ISAP
70.62681826032681,X,High,465.76055703615964,25.04916239286146,961.6839185817223,ISAP
74.98469654308882,X,High,436.6170364862157,24.602477634460186,951.580042013251,ISAP
73.7945758685173,X,High,405.04594374468235,25.44920375014285,929.746021900182,ISAP
77.24889121877648,X,High,425.6386600928108,29.769169707107608,933.4832027712191,ISAP
71.0830900893471,X,High,462.59226813105676,23.59483908711413,986.4425773035849,ISAP
74.56488450320617,X,High,429.4111506193697,23.07651936713791,993.4655066697675,ISAP
73.09656319654675,X,High,403.3491681722062,22.845678185272423,977.1454271151721,ISAP
72.52998118635239,X,High,491.7688304747956,23.83284809469541,972.737413163331,ISAP
77.75242417039608,X,High,446.4743311306287,28.14155497195227,959.0075225563262,ISAP
72.5707197019619,X,High,447.7018815667836,22.92296341870831,911.2411195887659,ISAP
78.17912445542431,X,High,494.0150628726942,24.75186208976478,930.7787573553138,ISAP
78.65165360303587,X,High,412.1026656277165,29.64945991149624,949.2856164341401,ISAP
77.12321378122583,X,High,408.72636386274104,24.344552440751652,968.8621708992648,ISAP
78.52188101717383,X,High,460.67322512466137,23.467547073395476,989.2811589683828,ISAP
73.26588956780834,X,High,441.0196558796348,24.228559700194165,963.7917627023182,ISAP
71.5141180955078,X,High,425.54209483694933,23.526256382945387,900.2212857260052,ISAP
77.60532211330472,X,High,418.29314071137264,24.540436412702167,976.3521388502458,ISAP
72.39611092721847,X,High,462.03020351408776,27.554287212120986,921.5008603289812,ISAP
74.15618611935952,X,High,427.4957017830708,26.52185931557378,922.8814941646497,ISAP
78.67808804646778,X,High,475.4283958782354,26.871158851990472,914.1974153503749,ISAP
72.6764907950832,X,High,440.9762544488389,20.297881533415918,909.764200531006,ISAP
75.92020898105528,X,High,424.81921783841733,26.011933028237724,971.595394938177,ISAP
79.62247729310943,X,High,483.99716515595867,29.17688628417306,945.2807195169318,ISAP
75.39304941968477,X,High,416.167115355518,26.37968425461178,932.0558282459286,ISAP
70.8403095118356,X,High,439.65401167852633,23.81389521103298,928.3583639128874,ISAP
74.12809554586991,X,High,487.12235518287423,25.837943502667347,977.5943448221498,ISAP
74.97083197415262,X,High,402.2036270807836,26.792890332371854,912.7830007445642,ISAP
77.327759659987,X,High,419.3843868476525,28.77744771621484,923.9464087655355,ISAP
71.82102087942792,X,High,414.55568964457,27.672297002834867,972.3334314659597,ISAP
79.33007063193811,X,High,428.7060972714655,26.75680048514543,912.9854200072605,ISAP
75.1258301831063,X,High,412.4532807869994,20.58279824354857,908.7363357000962,ISAP
74.60421296234041,X,High,440.2589098534983,21.968316136094902,945.1606685420674,ISAP
76.16907794305061,X,High,447.69922614215517,26.43259849721591,965.4210480604821,ISAP
76.93340275149981,X,High,479.533521215709,22.15107057674264,906.970663064741,ISAP
79.07653697541558,X,High,406.907582389019,20.827490361865113,983.3689637572508,ISAP
72.70325952053156,X,High,442.8320804248764,26.772352847985754,926.6934300640313,ISAP
79.5853329474663,X,High,409.2372974118656,20.182496594693067,939.7491103792155,ISAP
73.14135722034673,X,High,448.39074106951693,22.426311712006772,999.8696771635788,ISAP
72.44014608703648,X,High,467.4784737401195,20.896816928078472,955.3108814411937,ISAP
70.68639239377099,X,High,440.8638242376762,25.576759875944994,953.5059979891031,ISAP
71.92530430455827,X,High,419.6998693434096,22.35949096846938,917.0534557007358,ISAP
76.43417077426294,X,High,488.16288048173215,27.424109305598733,970.4498304252876,ISAP
73.24548555717756,X,High,423.60043931509676,29.55845770405929,941.7235788578467,ISAP
75.71861904543148,X,High,471.7213068348359,25.03234259255056,973.6995322874595,ISAP
70.57848897813545,X,High,490.62650910723005,23.664445783030683,973.4383629470027,ISAP
72.99793774782994,X,High,489.5147171944141,21.173500129969774,907.7089921670845,ISAP
70.06955870202947,X,High,413.90239363141234,23.683191333836366,997.4576837084235,ISAP
77.23164924007177,X,High,412.78384197957337,29.209550502822758,945.3795034537875,ISAP
79.16808410211635,X,High,443.46385182999074,20.888086997314552,983.3652868115936,ISAP
77.43798980744614,X,High,477.2176328786917,22.25975920706781,929.299684054864,ISAP
74.64795574778708,X,High,489.1177374568208,26.511311022429425,934.5236018479574,ISAP
73.85150518765444,X,High,428.4641004602559,25.641922484565224,997.9995063459562,ISAP
77.77796904277238,X,High,484.25955925700333,26.5555106133282,967.3865394236881,ISAP
71.889420795008,X,High,444.82318616315104,20.66496522510348,934.8226793800585,ISAP
70.97709914291443,X,High,465.9731036547638,22.562684772925504,928.339876319121,ISAP
72.95329562101205,X,High,410.1536840242267,20.517844756368234,912.4591299997811,ISAP
79.045878602009,X,High,445.00781127349296,21.795094987387923,939.41047765689,ISAP
77.01933433161143,X,High,462.3625476195489,24.04318830320502,905.6079354557714,ISAP
71.83788022556118,X,High,410.62608632449684,25.026645093418594,981.726112228984,ISAP
71.72922292136336,X,High,410.5284574487236,28.094682601178025,945.7095912809739,ISAP
78.15695645438197,X,High,431.7187810628346,29.921204369084514,905.8108753789501,ISAP
75.23092624378596,X,High,454.0427581993359,27.499310919145316,973.706666427034,ISAP
74.40580412899477,X,High,457.4234661562342,29.278828065507835,945.5458035997829,ISAP
77.41940159933566,X,High,477.56255217923274,26.003439867873574,932.5689363250003,ISAP
76.72908413348014,X,High,486.3425563425713,25.993991690504522,918.2280982514701,ISAP
79.23202974789538,X,High,431.42583840494405,23.042409402511822,917.5281569137945,ISAP
70.54861406469128,X,High,463.9792196780347,20.939647087776294,916.9447024656204,ISAP
70.26590281149338,X,High,471.3484704658782,20.662980917242603,971.3003954247763,ISAP
72.9081696671907,X,High,440.96055137728894,21.384339986276846,974.0231252711105,ISAP
79.55327195524107,X,High,470.22164346016416,29.697994562379098,993.9137149610879,ISAP
76.32819792308663,X,High,493.06100356628565,22.642823966713316,924.1572336403459,ISAP
70.06895011443622,X,High,414.85201273498166,26.57795785721077,997.8834961215385,ISAP
66.0265211792512,X,High,441.9471943055216,27.755438373704997,966.7956145837471,ISAP
69.06577542433885,X,High,471.8557438320666,23.051284890968514,902.3201265557454,ISAP
60.46157493344773,X,High,450.2029438512821,26.072879920330166,990.5553179973723,ISAP
63.736960707837795,X,High,495.35345412817094,27.50127660657651,928.3390633136145,ISAP
69.62331778338884,X,High,451.1321518814078,28.82228601632098,948.0925388696293,ISAP
69.5783876067329,X,High,481.3256708530261,29.775962972198755,919.0234553050491,ISAP
66.34798310514894,X,High,486.56528315457314,21.765841253108835,984.5809589785025,ISAP
69.13121172173892,X,High,404.1793064761942,28.537528376800033,966.0567710985065,ISAP
62.9671830659983,X,High,437.0171273252062,29.863840413062185,918.7513621578245,ISAP
61.92056670193018,X,High,454.82652316847395,25.951311970226612,983.5026129857919,ISAP
66.57699719840747,X,High,429.0990889000246,21.347951165144718,982.3576997972742,ISAP
68.68967642676775,X,High,469.74071320282513,29.6534653231018,903.1399901412997,ISAP
65.25368777038348,X,High,450.0809723802736,28.793086168863027,957.38838202978,ISAP
63.7987782456592,X,High,437.6082809205222,23.53865541172547,900.4152402864779,ISAP
60.84729157887521,X,High,404.0122370570596,22.314470828030714,947.6496475790385,ISAP
66.12859974240189,X,High,428.5122229181921,29.278142015467445,928.4698370744845,ISAP
67.08949908946212,X,High,469.97014059108074,26.748495098835527,968.6138881555803,ISAP
63.007906631194984,X,High,441.9368146525346,20.73127603966891,937.8004424017619,ISAP
65.14436557239,X,High,406.9819435861506,25.998673014329754,995.0006526027695,ISAP
63.669170426847295,X,High,403.51140613455175,21.435581171383166,912.6711305748559,ISAP
65.67931113163256,X,High,453.2288456402349,28.958120826870594,942.5947205358514,ISAP
69.87070808640104,X,High,417.1777009232319,25.11557850123038,997.1113742403554,ISAP
68.44269295677142,X,High,427.8369220876247,23.02852383590212,900.3008833719791,ISAP
69.73495072958576,X,High,457.14472308815976,27.37419066880595,909.166520746757,ISAP
61.30100914107366,X,High,473.9697717242022,27.72056867112425,958.1485314223177,ISAP
66.80290800102705,X,High,430.71046555145347,24.561627837226002,928.9420727593428,ISAP
